ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
24,0.7476769455,0.0905269698,0.019971405390000002,0.0359135968,0.482045721,0.910108892,0.01879642653,0.5769066965,0.0349039744,0.033225024560000004,0.28932395945,0.045900594,0.061676204575,0.038526286,0.034545646845,0.49168912550000005,0.014254459970000001,0.31178688050000003,0.051911078750000006,0.028927679605,0.0293307103,0.838750511,0.0460835422,0.020292944875000003
25,0.5379836225,0.4671154839999999,0.0403529065,0.26236046525,0.31945805699999996,0.33230588650000004,0.07854141555000001,0.39947129400000003,0.1102840085,0.04645417245,0.05292320045,0.23366675510000004,0.06338470140000001,0.05079291175,0.07617705575,0.08839046580000001,0.025423368605000003,0.314681186,0.0452081394,0.0831557591,0.07200606625,0.236132163,0.0837178602,0.930551997
32,0.03879832505,0.0665322266,0.07866535699999999,0.11992935900000001,0.7716229545000001,0.13928340345,0.03418997775,0.3367730875,0.20316205,0.0892830153,0.09286712475,0.05245534645,0.0455012367,0.5390842499999999,0.8692731705000001,0.09225947945,0.015029976615,0.8749305274999999,0.047287585,0.05675526795,0.097163308,0.06725957804999999,0.07385452045,0.0774208085
38,0.05918084024,0.06482472335,0.02698638826,0.049358497900000006,0.7255102984999999,0.09920311245,0.04742202165,0.829565951,0.11826929924999999,0.048331278955,0.017037155075,0.03089073976,0.030498049739999998,0.07018353185,0.02704028195,0.038791506700000006,0.013829747154999999,0.43198187299999996,0.02580840451,0.029561849850000002,0.0217685819,0.06121589435,0.027696965415,0.017103322259999998
40,0.683217615,0.090567989,0.02074634139,0.07719084470000001,0.4042002806,0.917546128,0.025113054075000002,0.7209682964999999,0.044350617450000004,0.021256245855,0.3155023925,0.054122073150000005,0.044085067150000004,0.0387202109,0.047298653845,0.218936717,0.0253283006475,0.1575789345,0.02589327465,0.0518472327,0.03178637415,0.749929627,0.0420205858,0.08379742865
54,0.29188137525,0.842892197,0.82352072,0.024830899400000002,0.898392418,0.07806534910000001,0.02270802265,0.09670727539999999,0.935168725,0.8735599895,0.02421788825,0.0306422679,0.16041413459999998,0.0828068257,0.5977253699999999,0.214814603,0.014978789784999998,0.33904533149999994,0.40169383299999994,0.11076202440000002,0.0552551016,0.08659440095000001,0.03068870345,0.054708036099999996
55,0.06941917805,0.1108367632,0.030096893315,0.04906598425,0.127543242,0.1044691235,0.03937217355000001,0.248183944,0.07506901175,0.749620685,0.039373718,0.048204578600000006,0.9506863075,0.038738281,0.0439033642,0.7926132149999999,0.016581196455000002,0.11695029280000001,0.144714611,0.0443892694,0.02116380109,0.7174172584999999,0.023268726345,0.027394950075
60,0.264505046,0.845638415,0.8944888354999999,0.08877319475,0.780177513,0.0620290942,0.07482261130000001,0.140591233,0.963606959,0.8527644875,0.023133192445,0.05506467165,0.0580346554,0.1901664524,0.6849470825,0.20137929899999998,0.023152121105,0.34632268499999996,0.21006668350000002,0.36257585194999997,0.129177206,0.05830081895,0.0530395908,0.09401776484999999
64,0.02513215545,0.04208655735,0.019139218330000003,0.02748411665,0.8318057355,0.05562261485000001,0.018711545055,0.5168210055,0.07121708380000001,0.08072670115,0.040371117474999996,0.042409963555,0.03161245975,0.0486528818,0.113392607,0.04012416145,0.01077474999,0.858975965,0.031135115775,0.02734840835,0.023773228275000002,0.06590379845,0.02029914491,0.02456512475
72,0.1622411125,0.12126048950000001,0.08887245599999999,0.787423256,0.15207991260000003,0.2017569005,0.949047247,0.298631232,0.0860681251,0.061412429399999996,0.06081937450000001,0.590975901,0.0734786573,0.2793590365,0.0592320323,0.1142567083,0.15670398349999998,0.1371928961,0.05188304615,0.12668355575,0.867644551,0.10730773630000001,0.1158501443,0.06525573814999999
74,0.026760067800000002,0.022522991425,0.009865534166,0.04432665295,0.5183547775,0.268858834,0.02218149802,0.860922122,0.023242669095,0.034176404395,0.08251538274999999,0.02069302872,0.04773623415000001,0.0588947484,0.028292130655,0.118093957,0.009114320925,0.683293229,0.026653040565,0.02028983729,0.01763174308,0.2047361955,0.015554188430000001,0.01599284526
77,0.37088748550000006,0.0341621015,0.013977212195,0.0620643457,0.100644528,0.880725335,0.031788337825,0.682576838,0.02174830535,0.033120137925,0.309149885,0.0432906927,0.18240734790000002,0.027082666380000002,0.01574309692,0.818125274,0.017358134705,0.11510554675,0.04117150665,0.02416790705,0.02024368836,0.908053212,0.029735833700000002,0.022732400620000003
78,0.0954528624,0.11938796339999999,0.04075091815,0.0400836841,0.526060018,0.12978973045,0.019515476745,0.4224872085,0.07394541199999999,0.6433546600000001,0.02574832255,0.03712867357500001,0.7301995699999999,0.040555981899999996,0.0871165822,0.400048628,0.013163741685,0.49671438300000004,0.11284630955,0.0412189348,0.02667745032,0.441966051,0.022959812,0.01857577205
89,0.655433015,0.7586790225,0.08035341885,0.476820661,0.09101216675000001,0.07174500185,0.05428198485,0.6931233475,0.1899391075,0.362208317,0.04467976569,0.8572920065,0.05802461145,0.0477334176,0.110640287,0.12802011354999998,0.028718986585,0.7307095900000001,0.085508215,0.0964081853,0.05685021455,0.16008549200000002,0.6181206335,0.2441077761
94,0.031208560000000003,0.041711314000000006,0.020071314885,0.3328393555,0.3419498545,0.086385525,0.02149469155,0.8796169119999999,0.06791949545,0.06693320605,0.11316476250000002,0.1339490988,0.055427982949999996,0.0447004352,0.0994499538,0.09574932375,0.02022993838,0.8721431854999999,0.035465925225,0.03158071755,0.039792637,0.1064587325,0.0808485886,0.042278117180000005
97,0.1499147885,0.2929834745,0.10947673800000002,0.04820612215,0.2996389105,0.06204720649999999,0.0294507663,0.20309565400000001,0.2018187605,0.9001752900000001,0.0276065067,0.043061032400000004,0.9302175020000001,0.061180738850000006,0.165319503,0.641988474,0.015765672350000003,0.216312023,0.2056815795,0.07261088135,0.025881065075,0.327013433,0.031812831050000004,0.032463640099999996
98,0.6607265545000001,0.0886721353,0.020539367064999998,0.21059458699999997,0.38576718249999997,0.8771045974999999,0.055185511750000006,0.6705230074999999,0.051951074550000004,0.0233872368,0.41232525449999996,0.0822202184,0.024179335875,0.156021872,0.0904994207,0.0764466268,0.017572735120000002,0.271239482,0.016598600305,0.0616982453,0.11507897660000002,0.4907447065,0.037158651,0.10148136895
105,0.7352942159999999,0.2334796635,0.04673849845,0.2688213355,0.4736773545,0.462387395,0.05449787895000001,0.644452255,0.3091123455,0.05026513345,0.1727191347,0.131168639,0.044992244099999995,0.07805782189999999,0.0656423915,0.09993504345000001,0.022386873600000003,0.3096223045,0.05795150665,0.08339227775,0.9149598905,0.24087243550000004,0.0592235423,0.11319245750000001
115,0.10844262464999999,0.06102391275,0.027837265300000004,0.05265818875,0.24246074300000003,0.101843778,0.027092545800000003,0.3613472525,0.03070092885,0.6396378595000001,0.0666749362,0.050185744,0.899012207,0.0527372581,0.054568388999999995,0.6143018494999999,0.014647812345,0.2927679285,0.14621962275,0.0582383638,0.0219993611,0.5978670449999999,0.0286892683,0.024688309550000002
116,0.647641831,0.817835818,0.029841008425000006,0.0886198127,0.131143762,0.15550322924999999,0.027083653855,0.6801685550000001,0.10216302245,0.08184246919999999,0.035324493,0.15905793944999996,0.11060831135000002,0.0185102799,0.023557219330000004,0.12081634575,0.014901942000000001,0.27548529,0.08122108130000001,0.0372962899,0.0236293851,0.459120875,0.21141581985000002,0.6551221239999999
117,0.7030499275000001,0.6275693400000001,0.16026452800000002,0.033074291625,0.8311260899999999,0.19138673450000002,0.03852187386,0.11131085245,0.431452785,0.676551601,0.023141455295000002,0.02434803371,0.26121233,0.0497262403,0.08224872200000001,0.2659273015,0.01390058635,0.2640485345,0.890799895,0.045409131825000004,0.0402313274,0.30491615,0.02899764395,0.04289284215
125,0.513687785,0.1346696962,0.04141942615000001,0.038529533850000006,0.790680067,0.75403013,0.0221309066,0.37000842300000003,0.10963622365,0.06676224065,0.278409796,0.043903780350000005,0.07194744,0.09618715755,0.15078005960000002,0.30955682249999994,0.01553526943,0.31606314150000003,0.054425044805,0.1597665887,0.0409594007,0.6168773120000001,0.03986824165,0.0555689876
126,0.8906964875,0.148391685,0.019262392245000003,0.07355821095000001,0.19696765975000002,0.9305845075,0.0507745706,0.547599374,0.025479147460000004,0.02836878475,0.09092471795,0.0428496818,0.06473662300000001,0.02903114295,0.018265245550000003,0.20167558419999998,0.01701884735,0.07655025979999999,0.04405852875,0.040719763650000004,0.03709646565,0.8409461225,0.03039699705,0.0543439755
130,0.0830946504,0.15460240975,0.028329931090000003,0.025914569100000003,0.738621295,0.08555044015,0.013116833730000001,0.20601727775,0.07148902054,0.487718257,0.03120765759,0.02054198074,0.6556754924999999,0.031655987375,0.1157859011,0.28180669300000005,0.008922271820000001,0.5141932135,0.584686057,0.03656581345,0.0226575377,0.22652884599999998,0.02194455703,0.030072488500000005
133,0.2955206955,0.07102907575,0.014633294995,0.06659649075,0.102537559,0.8038923855000001,0.031364162200000004,0.7280266899999999,0.02078069172,0.0254282312,0.22960766999999999,0.05729104845,0.15156590575,0.02845983005,0.012931016600000001,0.681675558,0.016243749315,0.16270606310000002,0.037824929150000006,0.026570733445,0.01763047014,0.8958289060000001,0.032911273000000005,0.026965949145
137,0.5530897025,0.170000618,0.04715062025,0.324110182,0.5552853355,0.36555419399999994,0.0686887384,0.6466363430000001,0.36249303,0.06693863900000001,0.08509119425,0.0926140038,0.04758128315,0.087004195,0.061867025000000006,0.09865496575,0.031142302200000003,0.28594761949999997,0.05201475230000001,0.052940025050000006,0.960195288,0.181183391,0.053048347800000006,0.07846440410000001
138,0.26945965,0.05629772065000001,0.01770711657,0.0580625388,0.4691951155,0.8682843729999999,0.02620368225,0.35241202950000006,0.02466903095,0.05456127635000001,0.28767908100000006,0.06418799015000001,0.333322224,0.05402287835,0.0535110985,0.8007536755,0.01428104387,0.132252395,0.036043050800000004,0.0348558772,0.023027822349999998,0.8314979144999999,0.02827182895,0.024913833555
140,0.071955097,0.7011644149999999,0.308802407,0.12955591430000002,0.759304884,0.026232274075,0.01910403365,0.538071162,0.750012237,0.595911339,0.024958884,0.0729903214,0.029459483300000002,0.0717602483,0.644003565,0.07829171367499999,0.017348614340000002,0.8300450965000001,0.15073046859000003,0.08521421275,0.055694485849999996,0.039336389885,0.07541295854999999,0.06489473585
141,0.92458416,0.7423308894999999,0.03398036435,0.02748409633,0.323559039,0.63500093,0.01590893289,0.288317349,0.08441023445000001,0.06086755705,0.02990538284,0.034261159,0.12305824510000002,0.030279934120000004,0.023204752119999998,0.25222505500000003,0.012384041214999999,0.08951806995,0.39726712200000003,0.035348266795,0.017788836025,0.8397430690000001,0.0791730498,0.033003510449999995
145,0.43823221300000004,0.48512412700000007,0.232704244,0.07036863980000001,0.24938862499999997,0.06439896035,0.0670437425,0.3996397575,0.3799212885,0.43906294050000005,0.023270755424999998,0.05451451140000001,0.313214495,0.0568116619,0.060954097900000004,0.1979402085,0.027116553355000003,0.3644598355,0.9662690289999999,0.109679689,0.04824793585000001,0.356222382,0.07185437375,0.051705197450000004
147,0.028569943025,0.04467311855,0.03064698725,0.394460035,0.36234229,0.1131666445,0.0573388906,0.868022512,0.092357518,0.08004681790000001,0.07819821465,0.0622796245,0.042062591499999996,0.8005033424999999,0.5473447495,0.0798659214,0.017561276485,0.7201954530000001,0.02723067295,0.049630406700000004,0.044225744250000004,0.07469251630000001,0.04065701695,0.03691264405
148,0.025010462125,0.031836718895000005,0.02143605574,0.11040116700000001,0.734692521,0.12719059900000002,0.07021264995000001,0.694108825,0.06212548294,0.036791946075,0.022464273460000003,0.021625559305,0.022602916085,0.09983200665,0.037581956910000006,0.045508683725000006,0.012625842365,0.4307858125,0.031353493915,0.028469610655000005,0.0446791206,0.04872091995,0.022935569545000003,0.0240474721
153,0.4284372075,0.43866540499999995,0.12784144525,0.0494628135,0.2167132595,0.0566510822,0.0470078649,0.19676973599999997,0.1600870485,0.9023681855000001,0.02557175726,0.07030732905,0.8871483569999999,0.0482639682,0.11704422084999999,0.46170651800000007,0.018330915030000002,0.1690824145,0.4360794025,0.06987338835000001,0.02237231477,0.44095715300000005,0.03788230625,0.0261060904
154,0.03049555085,0.0463436204,0.01717329843,0.03017225109,0.680050842,0.406613508,0.01843495111,0.565807995,0.1150140395,0.07530558195,0.0633869047,0.019518073155000003,0.09272738985000001,0.035814375290000006,0.04670813489,0.4678209815,0.00914541366,0.4533669215,0.026822998995,0.026222237670000002,0.016236906295,0.44564170000000003,0.01772238215,0.01587416809
155,0.032369390235,0.021745514400000002,0.0173643971685,0.470013805,0.29894887400000003,0.1243525153,0.05782403255,0.9149766315000001,0.035350375350000005,0.030887413050000003,0.066829944705,0.1356114719,0.02839257646,0.1297851998,0.068947425175,0.05595833086,0.017408530515000003,0.4975738860000001,0.020221436324999998,0.04932003043,0.0282087569,0.10844291160000001,0.090688061105,0.035370438785
158,0.8176859065,0.6857376300000001,0.12525652140000001,0.0451919351,0.226740352,0.08386202185000001,0.047791730850000005,0.15134205350000002,0.11429383400000001,0.4746655624999999,0.027670469160000002,0.0442273123,0.727059425,0.049873039450000003,0.06054540775,0.36081462799999997,0.020805193825000002,0.18647137760000002,0.9705718305,0.0512300679,0.03696356075,0.626174288,0.036451679449999996,0.0533436201
159,0.4584394481,0.07357982760000001,0.013015944122000002,0.03950086010000001,0.6477014705,0.707515145,0.029400361450000002,0.5509805885000001,0.037443445,0.02427432134,0.04309201365,0.024839952,0.0467209926,0.03804691235,0.026008471895,0.08079295125,0.01311372631,0.18323848850000002,0.021335270225,0.033073739015,0.051330177899999996,0.4841607215,0.023455278845,0.032812744035
161,0.3452839685,0.387858072,0.0838096715,0.035530192050000006,0.3223750475,0.08320929215,0.05224974425,0.12666883674999999,0.124996826,0.7627218925,0.023641591780000006,0.0432323361,0.95161114,0.06356649835,0.07207237020000001,0.45295474750000003,0.01619001531,0.07570687485,0.6239172310000001,0.0861721856,0.031239793000000002,0.5482014445,0.024810303400000004,0.04357080295
162,0.0572379975,0.033386491575,0.01447989857,0.01921267732,0.6439156355000001,0.4284766065,0.012974664019999999,0.5322764615,0.024416277615000002,0.06595169175,0.12925785,0.024882677479999997,0.1235516125,0.06449741149999999,0.04430048945,0.3183383999,0.00979570488,0.6577381835,0.030298366195000002,0.032392824699999996,0.014019293205,0.5729575229999999,0.01611576545,0.01797696151
163,0.7157482749999999,0.125943211,0.02218426366,0.3966276065,0.252776553,0.7106535335,0.08007149350000001,0.7486796025,0.11614315249999999,0.0278724368,0.13329826475,0.10847583085,0.0365224445,0.09298291065,0.0368243699,0.073092443,0.02521910761,0.17899553099999999,0.0327635472,0.04890436675,0.8505710759999999,0.3780007425,0.0437325869,0.0569315104
182,0.021874654,0.0573473231,0.01915618549,0.03650603502000001,0.8470762329999999,0.09441759245,0.013704053575,0.45568577800000004,0.15276376600000002,0.07746986675,0.0670066233,0.025558842010000003,0.032200753000000006,0.06865199300000001,0.43234557999999995,0.06336439465,0.011493658960000002,0.870296685,0.02495829585,0.035453175715,0.024648989399999998,0.05631076615,0.032195445249999996,0.03653348495
187,0.131519854,0.03167416751,0.013966412005000001,0.1249396365,0.3035950645,0.8152569919999999,0.03888452715,0.822954977,0.0336382813,0.029835077370000004,0.30487366200000005,0.03304519475,0.04186553955,0.07097367399999999,0.01815404374,0.1438228323,0.014014457125000001,0.217554311,0.019333066355,0.03060981575,0.03630177985,0.5224766584999999,0.023276614125,0.029302651350000004
189,0.16512711545000003,0.045932136590000006,0.016395623897,0.06868880390000001,0.70673412,0.7201748185,0.043159426400000006,0.73710517,0.0621037794,0.02039200996,0.0418516158,0.023693952075,0.03032184279,0.05822790105,0.029694384905000003,0.08336033000000001,0.012298587922500001,0.2852851545,0.01673991444,0.031092037725,0.0441997826,0.227817203,0.018479940165,0.027348020225000002
190,0.028908790775,0.0764094018,0.02639102099,0.03859501235,0.95495183,0.0664520576,0.03450401475,0.1870110515,0.24084037799999997,0.063851605,0.01746610591,0.019480923280000003,0.032529566780000005,0.1323861415,0.2411890855,0.040219028395,0.01092053729,0.632577205,0.0485139355,0.029327856375000003,0.07482637,0.04807220135,0.020742048675,0.017020433794999998
193,0.03325646455,0.024906004745,0.01410775627,0.054637560450000004,0.27570352350000005,0.1509677,0.020108330929999998,0.8838851589999999,0.0326345664,0.04791220035,0.13196206,0.03148005206,0.0644988251,0.0576110715,0.038866238750000004,0.16621101605,0.017605649705,0.8549728,0.038127026545,0.025397447400000002,0.01974806658,0.27141061,0.03223635315,0.031673418450000004
194,0.1009752596,0.132619693,0.036666354400000004,0.03705347755,0.47240357299999997,0.157224875,0.017962787045,0.275325397,0.0794067965,0.855323165,0.0443302501,0.0322070104,0.893305163,0.037557315300000005,0.08713030205,0.6880284395,0.01166579733,0.270475848,0.2296180625,0.0445226254,0.016961055699999998,0.6183335905,0.020194240395000004,0.028433919845000002
197,0.024742787199999998,0.0453737099,0.022397081505,0.036154043149999995,0.8739315480000001,0.08258846510000001,0.029021142450000002,0.5193234919999999,0.09184230605,0.0597175286,0.028858231800000002,0.023819290320000002,0.022087659275,0.10624486985,0.095227157,0.047881971540000005,0.011942741580000001,0.8594205255,0.026410029555,0.029529619500000003,0.0330871204,0.0498757497,0.01912396166,0.0260731218
201,0.33267072049999996,0.06916631475,0.0171682813,0.0321422814,0.19024875549999998,0.8882819835,0.018150309855,0.553537199,0.0285376074,0.04822846065,0.6042075689999999,0.03327293745,0.22763374050000001,0.047741956,0.02503520785,0.8647211530000001,0.014354634650000002,0.3493531515,0.046212604850000005,0.029086856195,0.020225550305,0.9103392490000001,0.03126437105,0.01899475344
202,0.0319464815,0.042566821899999996,0.02117748211,0.034300335,0.920124239,0.15580227880000003,0.02647737855,0.26034505350000003,0.0828896835,0.04649863815,0.05046629669,0.022315006705,0.0368711026,0.1123489328,0.281283933,0.06406032515000001,0.0120379865275,0.711632678,0.028191697105,0.04056546855,0.03267197105,0.06081513400000001,0.023357952825,0.024342520275
204,0.7245362774999999,0.7709594530000001,0.037207251850000005,0.1596502445,0.0983947206,0.1491084035,0.04296681795,0.48134224800000003,0.1327096025,0.086705903,0.06413398879500001,0.49196216200000004,0.07828351115000001,0.03476812855,0.07027127255,0.09065624695,0.0253335687,0.35420891250000003,0.0692104072,0.0814999574,0.0420660407,0.295555371,0.48324442949999996,0.9424058740000001
206,0.02949882661,0.0264271903,0.0130032127,0.0372826223,0.6573160165,0.1788030094,0.027787108500000005,0.736333571,0.0366238543,0.03329321490000001,0.030651720200000003,0.022413361335000003,0.029986697245000003,0.0452951439,0.02192354845,0.0940282908,0.013245925240000001,0.5104639085,0.030847302675,0.020114271670000003,0.020236119525000002,0.20248786339999997,0.022402083625,0.012452172825000002
207,0.03070867315,0.037842731750000004,0.0489793253,0.830468504,0.1354091045,0.10619993650000001,0.9383338605,0.479530715,0.06444797490000001,0.0463145453,0.031128228955,0.473276434,0.0384732162,0.300660832,0.05666968185,0.0834699445,0.06273933344999999,0.26660159640000003,0.02599240815,0.07349629105,0.058706655149999995,0.0507277451,0.079103667,0.037778103800000004
213,0.23032105949999998,0.776813343,0.788038238,0.06428314845,0.473381313,0.0357757978,0.03479782185,0.39008114299999996,0.9288847579999999,0.8832104625,0.017842088659999998,0.1019802595,0.097893833,0.06533752475,0.419389731,0.144444822,0.02288639089,0.405532573,0.1639985575,0.16430886025,0.0409355968,0.07652049245,0.0731817464,0.06029940665
224,0.04751753605,0.0692431672,0.021876787205,0.11132703600000002,0.216086089,0.087535287,0.03312625255,0.932579555,0.06567575140000001,0.044033244375,0.02236138225,0.0310745396,0.0303890872,0.038271128700000004,0.01863874537,0.09011369755000001,0.014713980080000001,0.472995305,0.02706058219,0.02842589825,0.0261898729,0.1561384764,0.04572219871,0.024460126175000003
225,0.8407115655,0.813996087,0.0315531754,0.0372667681,0.15066599075,0.3625390445,0.013348356245000002,0.6619905095,0.061378902,0.06831681754999999,0.14495059700000001,0.08292076905000001,0.10665699514999999,0.027485224925000003,0.060954567099999996,0.26476265205,0.013869064464999999,0.3806546525,0.11365171084,0.06349905980000001,0.0252703024,0.7432690375,0.3740034805,0.0836355791
226,0.5551838069999999,0.094637399,0.01460951225,0.02823106795,0.524300056,0.921330715,0.013131155969999999,0.507426095,0.031432074250000004,0.02750539155,0.35491913150000004,0.0240458333,0.04766490315000001,0.039595918150000006,0.02745673265,0.3952496435,0.009343111539999999,0.219193472,0.021063932185000002,0.025178073699999998,0.019502022800000005,0.835871051,0.01674837881,0.029398477200000002
232,0.5755010209999999,0.888061536,0.9111846425,0.08512100175000001,0.7270424625,0.0584962197,0.046923323,0.1415951474,0.9340067750000001,0.864196005,0.02303512385,0.07046154639999999,0.0763893243,0.12197938859999999,0.5366342255000001,0.11752730250000001,0.02358603787,0.2568143125,0.6056691915,0.44689712750000005,0.13273375525,0.07669477325,0.0903582138,0.1046099327
234,0.146542453,0.10934609055,0.03008181386,0.05298141485,0.739849302,0.154467081,0.027912296105,0.4486885865,0.07546486195,0.0960430541,0.08363925135000001,0.04080518022,0.052141407,0.10710120584999999,0.26556544035,0.09675912501,0.017343900095000003,0.570639779,0.0884162675,0.2644082156,0.036737361100000004,0.1400875565,0.0620553439,0.06035075825
235,0.37654700249999995,0.055184616400000004,0.013523276965,0.031686616460000004,0.517256762,0.781062099,0.020301088065,0.49776547900000007,0.028316272,0.026308458215,0.058903537455,0.020643993660000002,0.071966591,0.038550959425,0.018532142850000002,0.23291947699999999,0.010918101290000001,0.2275422035,0.051134967700000006,0.0353237461,0.016670621725,0.731082749,0.016363875705,0.015217634495000002
236,0.732543634,0.501482831,0.0953339988,0.06931966405000001,0.1594655529,0.12281457050000001,0.05515359465,0.297567819,0.1213798061,0.358122629,0.028696006600000004,0.055174707899999995,0.4216436275,0.0400018025,0.04895363400000001,0.49589651850000005,0.024117408675,0.20357555449999998,0.965087181,0.08564392025,0.037430715100000005,0.7510383715,0.07292441845,0.04035611360000001
249,0.856577122,0.6574710775,0.27746642050000003,0.1345870076,0.306795671,0.141387757,0.09805541100000001,0.291877981,0.530989379,0.343705006,0.03759740285,0.10750445500000001,0.11177962749999999,0.0668312327,0.06914111440000001,0.12205545005000001,0.03510568505,0.1557567915,0.8037390010000001,0.10664084399999998,0.85865789,0.3187155435,0.070222408,0.1350227299
255,0.7347233979999999,0.66602686,0.170216683,0.06635073755000001,0.14569302075,0.07081941720000001,0.06254967165,0.402339809,0.15538408375,0.45738082999999996,0.02371478044,0.06467018834999999,0.2732869565,0.048369095,0.051133093160000004,0.3649239485,0.02425436597,0.2702579825,0.963011695,0.0598867566,0.0384685041,0.6347919,0.14095026795,0.0620791012
258,0.8576672224999999,0.25656694,0.014835417745,0.1186962362,0.11438672800000001,0.8779568074999999,0.03059723935,0.7176990099999999,0.044830422050000006,0.022720961405000004,0.14601135195000003,0.0554352841,0.04860081655,0.030299711050000004,0.024045582644999997,0.1474805829,0.017275407640000004,0.12389775919999998,0.02808740045,0.060566125750000005,0.03788001885,0.8023055434999999,0.05633603955000001,0.0984667725
260,0.16466330740000001,0.2351299255,0.04561097195000001,0.9260366175000001,0.08346882494999999,0.354053909,0.24615484199999998,0.87524291,0.09655693874999999,0.065109814,0.06068858215,0.8861022705,0.05240820695,0.08053854400000002,0.0946302225,0.1621253027,0.05183678415000001,0.35667315299999997,0.0475507885,0.09253694230000001,0.12464359119999999,0.1377868284,0.5616406795,0.1131914188
